timestamp,label,path,camera_index,width,height,fps
1772563949.972224,silver,silver/20260303_155229_972_silver_16.jpg,1,640,480,30
1772563949.974630,silver,silver/20260303_155229_974_silver_17.jpg,1,640,480,30
1772563949.978179,silver,silver/20260303_155229_978_silver_18.jpg,1,640,480,30
1772563949.980820,silver,silver/20260303_155229_980_silver_19.jpg,1,640,480,30
1772563949.983878,silver,silver/20260303_155229_983_silver_20.jpg,1,640,480,30
1772563949.985838,silver,silver/20260303_155229_985_silver_21.jpg,1,640,480,30
1772563949.988345,silver,silver/20260303_155229_988_silver_22.jpg,1,640,480,30
1772563949.991491,silver,silver/20260303_155229_991_silver_23.jpg,1,640,480,30
1772563949.996420,silver,silver/20260303_155229_996_silver_24.jpg,1,640,480,30
1772563949.998351,silver,silver/20260303_155229_998_silver_25.jpg,1,640,480,30
1772563950.001285,silver,silver/20260303_155230_001_silver_26.jpg,1,640,480,30
1772563950.003672,silver,silver/20260303_155230_003_silver_27.jpg,1,640,480,30
1772563950.005380,silver,silver/20260303_155230_005_silver_28.jpg,1,640,480,30
1772563950.007133,silver,silver/20260303_155230_007_silver_29.jpg,1,640,480,30
1772563950.009964,silver,silver/20260303_155230_009_silver_30.jpg,1,640,480,30
1772563950.676695,silver,silver/20260303_155230_676_silver_00.jpg,1,640,480,30
1772563950.696754,silver,silver/20260303_155230_696_silver_01.jpg,1,640,480,30
1772563950.699139,silver,silver/20260303_155230_699_silver_02.jpg,1,640,480,30
1772563950.701913,silver,silver/20260303_155230_701_silver_03.jpg,1,640,480,30
1772563950.704349,silver,silver/20260303_155230_704_silver_04.jpg,1,640,480,30
1772563950.708508,silver,silver/20260303_155230_708_silver_05.jpg,1,640,480,30
1772563950.715776,silver,silver/20260303_155230_715_silver_06.jpg,1,640,480,30
1772563950.718341,silver,silver/20260303_155230_718_silver_07.jpg,1,640,480,30
1772563950.721679,silver,silver/20260303_155230_721_silver_08.jpg,1,640,480,30
1772563950.725524,silver,silver/20260303_155230_725_silver_09.jpg,1,640,480,30
1772563950.728247,silver,silver/20260303_155230_728_silver_10.jpg,1,640,480,30
1772563950.731258,silver,silver/20260303_155230_731_silver_11.jpg,1,640,480,30
1772563950.734345,silver,silver/20260303_155230_734_silver_12.jpg,1,640,480,30
1772563950.737251,silver,silver/20260303_155230_737_silver_13.jpg,1,640,480,30
1772563950.740071,silver,silver/20260303_155230_740_silver_14.jpg,1,640,480,30
1772563950.742612,silver,silver/20260303_155230_742_silver_15.jpg,1,640,480,30
1772563950.745041,silver,silver/20260303_155230_745_silver_16.jpg,1,640,480,30
1772563950.747482,silver,silver/20260303_155230_747_silver_17.jpg,1,640,480,30
1772563950.750242,silver,silver/20260303_155230_750_silver_18.jpg,1,640,480,30
1772563950.756863,silver,silver/20260303_155230_756_silver_19.jpg,1,640,480,30
1772563950.759735,silver,silver/20260303_155230_759_silver_20.jpg,1,640,480,30
1772563950.761745,silver,silver/20260303_155230_761_silver_21.jpg,1,640,480,30
1772563950.764691,silver,silver/20260303_155230_764_silver_22.jpg,1,640,480,30
1772563950.767973,silver,silver/20260303_155230_767_silver_23.jpg,1,640,480,30
1772563950.770832,silver,silver/20260303_155230_770_silver_24.jpg,1,640,480,30
1772563950.772992,silver,silver/20260303_155230_772_silver_25.jpg,1,640,480,30
1772563950.775452,silver,silver/20260303_155230_775_silver_26.jpg,1,640,480,30
1772563950.778194,silver,silver/20260303_155230_778_silver_27.jpg,1,640,480,30
1772563950.780708,silver,silver/20260303_155230_780_silver_28.jpg,1,640,480,30
1772563950.782656,silver,silver/20260303_155230_782_silver_29.jpg,1,640,480,30
1772563950.785695,silver,silver/20260303_155230_785_silver_30.jpg,1,640,480,30
1772563951.191857,silver,silver/20260303_155231_191_silver_00.jpg,1,640,480,30
1772563951.211454,silver,silver/20260303_155231_211_silver_01.jpg,1,640,480,30
1772563951.213301,silver,silver/20260303_155231_213_silver_02.jpg,1,640,480,30
1772563951.219945,silver,silver/20260303_155231_219_silver_03.jpg,1,640,480,30
1772563951.222194,silver,silver/20260303_155231_222_silver_04.jpg,1,640,480,30
1772563951.224579,silver,silver/20260303_155231_224_silver_05.jpg,1,640,480,30
1772563951.226505,silver,silver/20260303_155231_226_silver_06.jpg,1,640,480,30
1772563951.228836,silver,silver/20260303_155231_228_silver_07.jpg,1,640,480,30
1772563951.230569,silver,silver/20260303_155231_230_silver_08.jpg,1,640,480,30
1772563951.233371,silver,silver/20260303_155231_233_silver_09.jpg,1,640,480,30
1772563951.236293,silver,silver/20260303_155231_236_silver_10.jpg,1,640,480,30
1772563951.239110,silver,silver/20260303_155231_239_silver_11.jpg,1,640,480,30
1772563951.241993,silver,silver/20260303_155231_241_silver_12.jpg,1,640,480,30
1772563951.244080,silver,silver/20260303_155231_244_silver_13.jpg,1,640,480,30
1772563951.246590,silver,silver/20260303_155231_246_silver_14.jpg,1,640,480,30
1772563951.248531,silver,silver/20260303_155231_248_silver_15.jpg,1,640,480,30
1772563951.251675,silver,silver/20260303_155231_251_silver_16.jpg,1,640,480,30
1772563951.255083,silver,silver/20260303_155231_255_silver_17.jpg,1,640,480,30
1772563951.267058,silver,silver/20260303_155231_267_silver_18.jpg,1,640,480,30
1772563951.270535,silver,silver/20260303_155231_270_silver_19.jpg,1,640,480,30
1772563951.273887,silver,silver/20260303_155231_273_silver_20.jpg,1,640,480,30
1772563951.276677,silver,silver/20260303_155231_276_silver_21.jpg,1,640,480,30
1772563951.278581,silver,silver/20260303_155231_278_silver_22.jpg,1,640,480,30
1772563951.281122,silver,silver/20260303_155231_281_silver_23.jpg,1,640,480,30
1772563951.284828,silver,silver/20260303_155231_284_silver_24.jpg,1,640,480,30
1772563951.287353,silver,silver/20260303_155231_287_silver_25.jpg,1,640,480,30
1772563951.290049,silver,silver/20260303_155231_290_silver_26.jpg,1,640,480,30
1772563951.292954,silver,silver/20260303_155231_292_silver_27.jpg,1,640,480,30
1772563951.296032,silver,silver/20260303_155231_296_silver_28.jpg,1,640,480,30
1772563951.299045,silver,silver/20260303_155231_299_silver_29.jpg,1,640,480,30
1772563951.301486,silver,silver/20260303_155231_301_silver_30.jpg,1,640,480,30
1772563951.972380,silver,silver/20260303_155231_972_silver_00.jpg,1,640,480,30
1772563951.974931,silver,silver/20260303_155231_974_silver_01.jpg,1,640,480,30
1772563951.993752,silver,silver/20260303_155231_993_silver_02.jpg,1,640,480,30
1772563951.995924,silver,silver/20260303_155231_995_silver_03.jpg,1,640,480,30
1772563951.998524,silver,silver/20260303_155231_998_silver_04.jpg,1,640,480,30
1772563952.001441,silver,silver/20260303_155232_001_silver_05.jpg,1,640,480,30
1772563952.003627,silver,silver/20260303_155232_003_silver_06.jpg,1,640,480,30
1772563952.006262,silver,silver/20260303_155232_006_silver_07.jpg,1,640,480,30
1772563952.009109,silver,silver/20260303_155232_009_silver_08.jpg,1,640,480,30
1772563952.011864,silver,silver/20260303_155232_011_silver_09.jpg,1,640,480,30
1772563952.014163,silver,silver/20260303_155232_014_silver_10.jpg,1,640,480,30
1772563952.016553,silver,silver/20260303_155232_016_silver_11.jpg,1,640,480,30
1772563952.018276,silver,silver/20260303_155232_018_silver_12.jpg,1,640,480,30
1772563952.020478,silver,silver/20260303_155232_020_silver_13.jpg,1,640,480,30
1772563952.022140,silver,silver/20260303_155232_022_silver_14.jpg,1,640,480,30
1772563952.023820,silver,silver/20260303_155232_023_silver_15.jpg,1,640,480,30
1772563952.025888,silver,silver/20260303_155232_025_silver_16.jpg,1,640,480,30
1772563952.028234,silver,silver/20260303_155232_028_silver_17.jpg,1,640,480,30
1772563952.030523,silver,silver/20260303_155232_030_silver_18.jpg,1,640,480,30
1772563952.033208,silver,silver/20260303_155232_033_silver_19.jpg,1,640,480,30
1772563952.035183,silver,silver/20260303_155232_035_silver_20.jpg,1,640,480,30
1772563952.037349,silver,silver/20260303_155232_037_silver_21.jpg,1,640,480,30
1772563952.039817,silver,silver/20260303_155232_039_silver_22.jpg,1,640,480,30
1772563952.041895,silver,silver/20260303_155232_041_silver_23.jpg,1,640,480,30
1772563952.044895,silver,silver/20260303_155232_044_silver_24.jpg,1,640,480,30
1772563952.047317,silver,silver/20260303_155232_047_silver_25.jpg,1,640,480,30
1772563952.050056,silver,silver/20260303_155232_050_silver_26.jpg,1,640,480,30
1772563952.051730,silver,silver/20260303_155232_051_silver_27.jpg,1,640,480,30
1772563952.054691,silver,silver/20260303_155232_054_silver_28.jpg,1,640,480,30
1772563952.057188,silver,silver/20260303_155232_057_silver_29.jpg,1,640,480,30
1772563952.060065,silver,silver/20260303_155232_060_silver_30.jpg,1,640,480,30
1772563952.668885,silver,silver/20260303_155232_668_silver_00.jpg,1,640,480,30
1772563952.689509,silver,silver/20260303_155232_689_silver_01.jpg,1,640,480,30
1772563952.692316,silver,silver/20260303_155232_692_silver_02.jpg,1,640,480,30
1772563952.694585,silver,silver/20260303_155232_694_silver_03.jpg,1,640,480,30
1772563952.696733,silver,silver/20260303_155232_696_silver_04.jpg,1,640,480,30
1772563952.699094,silver,silver/20260303_155232_699_silver_05.jpg,1,640,480,30
1772563952.702089,silver,silver/20260303_155232_702_silver_06.jpg,1,640,480,30
1772563952.705061,silver,silver/20260303_155232_705_silver_07.jpg,1,640,480,30
1772563952.706761,silver,silver/20260303_155232_706_silver_08.jpg,1,640,480,30
1772563952.708500,silver,silver/20260303_155232_708_silver_09.jpg,1,640,480,30
1772563952.710589,silver,silver/20260303_155232_710_silver_10.jpg,1,640,480,30
1772563952.714137,silver,silver/20260303_155232_714_silver_11.jpg,1,640,480,30
1772563952.716435,silver,silver/20260303_155232_716_silver_12.jpg,1,640,480,30
1772563952.719178,silver,silver/20260303_155232_719_silver_13.jpg,1,640,480,30
1772563952.721963,silver,silver/20260303_155232_721_silver_14.jpg,1,640,480,30
1772563952.724640,silver,silver/20260303_155232_724_silver_15.jpg,1,640,480,30
1772563952.727043,silver,silver/20260303_155232_727_silver_16.jpg,1,640,480,30
1772563952.730454,silver,silver/20260303_155232_730_silver_17.jpg,1,640,480,30
1772563952.733062,silver,silver/20260303_155232_733_silver_18.jpg,1,640,480,30
1772563952.735475,silver,silver/20260303_155232_735_silver_19.jpg,1,640,480,30
1772563952.737720,silver,silver/20260303_155232_737_silver_20.jpg,1,640,480,30
1772563952.739574,silver,silver/20260303_155232_739_silver_21.jpg,1,640,480,30
1772563952.741430,silver,silver/20260303_155232_741_silver_22.jpg,1,640,480,30
1772563952.743494,silver,silver/20260303_155232_743_silver_23.jpg,1,640,480,30
1772563952.745453,silver,silver/20260303_155232_745_silver_24.jpg,1,640,480,30
1772563952.750027,silver,silver/20260303_155232_750_silver_25.jpg,1,640,480,30
1772563952.752916,silver,silver/20260303_155232_752_silver_26.jpg,1,640,480,30
1772563952.755424,silver,silver/20260303_155232_755_silver_27.jpg,1,640,480,30
1772563952.757449,silver,silver/20260303_155232_757_silver_28.jpg,1,640,480,30
1772563952.760015,silver,silver/20260303_155232_760_silver_29.jpg,1,640,480,30
1772563952.762075,silver,silver/20260303_155232_762_silver_30.jpg,1,640,480,30
1772563954.358741,silver,silver/20260303_155234_358_silver_00.jpg,1,640,480,30
1772563954.361724,silver,silver/20260303_155234_361_silver_01.jpg,1,640,480,30
1772563954.364159,silver,silver/20260303_155234_364_silver_02.jpg,1,640,480,30
1772563954.368942,silver,silver/20260303_155234_368_silver_03.jpg,1,640,480,30
1772563954.371600,silver,silver/20260303_155234_371_silver_04.jpg,1,640,480,30
1772563954.373710,silver,silver/20260303_155234_373_silver_05.jpg,1,640,480,30
1772563954.375686,silver,silver/20260303_155234_375_silver_06.jpg,1,640,480,30
1772563954.377843,silver,silver/20260303_155234_377_silver_07.jpg,1,640,480,30
1772563954.379975,silver,silver/20260303_155234_379_silver_08.jpg,1,640,480,30
1772563954.382022,silver,silver/20260303_155234_382_silver_09.jpg,1,640,480,30
1772563954.384802,silver,silver/20260303_155234_384_silver_10.jpg,1,640,480,30
1772563954.387350,silver,silver/20260303_155234_387_silver_11.jpg,1,640,480,30
1772563954.390037,silver,silver/20260303_155234_390_silver_12.jpg,1,640,480,30
1772563954.398435,silver,silver/20260303_155234_398_silver_13.jpg,1,640,480,30
1772563954.401783,silver,silver/20260303_155234_401_silver_14.jpg,1,640,480,30
1772563954.406661,silver,silver/20260303_155234_406_silver_15.jpg,1,640,480,30
1772563954.410739,silver,silver/20260303_155234_410_silver_16.jpg,1,640,480,30
1772563954.414622,silver,silver/20260303_155234_414_silver_17.jpg,1,640,480,30
1772563954.419736,silver,silver/20260303_155234_419_silver_18.jpg,1,640,480,30
1772563954.423337,silver,silver/20260303_155234_423_silver_19.jpg,1,640,480,30
1772563954.434027,silver,silver/20260303_155234_434_silver_20.jpg,1,640,480,30
1772563954.437226,silver,silver/20260303_155234_437_silver_21.jpg,1,640,480,30
1772563954.440038,silver,silver/20260303_155234_440_silver_22.jpg,1,640,480,30
1772563954.443198,silver,silver/20260303_155234_443_silver_23.jpg,1,640,480,30
1772563954.445639,silver,silver/20260303_155234_445_silver_24.jpg,1,640,480,30
1772563954.448514,silver,silver/20260303_155234_448_silver_25.jpg,1,640,480,30
1772563954.451908,silver,silver/20260303_155234_451_silver_26.jpg,1,640,480,30
1772563954.455563,silver,silver/20260303_155234_455_silver_27.jpg,1,640,480,30
1772563954.459491,silver,silver/20260303_155234_459_silver_28.jpg,1,640,480,30
1772563954.464909,silver,silver/20260303_155234_464_silver_29.jpg,1,640,480,30
1772563954.467553,silver,silver/20260303_155234_467_silver_30.jpg,1,640,480,30
1772563955.131138,silver,silver/20260303_155235_131_silver_00.jpg,1,640,480,30
1772563955.138260,silver,silver/20260303_155235_138_silver_01.jpg,1,640,480,30
1772563955.143925,silver,silver/20260303_155235_143_silver_02.jpg,1,640,480,30
1772563955.148472,silver,silver/20260303_155235_148_silver_03.jpg,1,640,480,30
1772563955.154374,silver,silver/20260303_155235_154_silver_04.jpg,1,640,480,30
1772563955.159367,silver,silver/20260303_155235_159_silver_05.jpg,1,640,480,30
1772563955.164277,silver,silver/20260303_155235_164_silver_06.jpg,1,640,480,30
1772563955.170150,silver,silver/20260303_155235_170_silver_07.jpg,1,640,480,30
1772563955.174984,silver,silver/20260303_155235_174_silver_08.jpg,1,640,480,30
1772563955.179793,silver,silver/20260303_155235_179_silver_09.jpg,1,640,480,30
1772563955.185155,silver,silver/20260303_155235_185_silver_10.jpg,1,640,480,30
1772563955.190131,silver,silver/20260303_155235_190_silver_11.jpg,1,640,480,30
1772563955.194207,silver,silver/20260303_155235_194_silver_12.jpg,1,640,480,30
1772563955.198924,silver,silver/20260303_155235_198_silver_13.jpg,1,640,480,30
1772563955.204663,silver,silver/20260303_155235_204_silver_14.jpg,1,640,480,30
1772563955.210804,silver,silver/20260303_155235_210_silver_15.jpg,1,640,480,30
1772563955.216036,silver,silver/20260303_155235_216_silver_16.jpg,1,640,480,30
1772563955.224152,silver,silver/20260303_155235_224_silver_17.jpg,1,640,480,30
1772563955.233622,silver,silver/20260303_155235_233_silver_18.jpg,1,640,480,30
1772563955.239077,silver,silver/20260303_155235_239_silver_19.jpg,1,640,480,30
1772563955.244411,silver,silver/20260303_155235_244_silver_20.jpg,1,640,480,30
1772563955.249929,silver,silver/20260303_155235_249_silver_21.jpg,1,640,480,30
1772563955.254852,silver,silver/20260303_155235_254_silver_22.jpg,1,640,480,30
1772563955.260041,silver,silver/20260303_155235_260_silver_23.jpg,1,640,480,30
1772563955.264748,silver,silver/20260303_155235_264_silver_24.jpg,1,640,480,30
1772563955.270944,silver,silver/20260303_155235_270_silver_25.jpg,1,640,480,30
1772563955.275644,silver,silver/20260303_155235_275_silver_26.jpg,1,640,480,30
1772563955.280426,silver,silver/20260303_155235_280_silver_27.jpg,1,640,480,30
1772563955.285496,silver,silver/20260303_155235_285_silver_28.jpg,1,640,480,30
1772563955.290109,silver,silver/20260303_155235_290_silver_29.jpg,1,640,480,30
1772563955.294477,silver,silver/20260303_155235_294_silver_30.jpg,1,640,480,30
1772563955.963500,silver,silver/20260303_155235_963_silver_00.jpg,1,640,480,30
1772563955.970217,silver,silver/20260303_155235_970_silver_01.jpg,1,640,480,30
1772563955.975664,silver,silver/20260303_155235_975_silver_02.jpg,1,640,480,30
1772563955.980642,silver,silver/20260303_155235_980_silver_03.jpg,1,640,480,30
1772563955.986117,silver,silver/20260303_155235_986_silver_04.jpg,1,640,480,30
1772563955.990546,silver,silver/20260303_155235_990_silver_05.jpg,1,640,480,30
1772563955.995532,silver,silver/20260303_155235_995_silver_06.jpg,1,640,480,30
1772563956.000504,silver,silver/20260303_155236_000_silver_07.jpg,1,640,480,30
1772563956.005376,silver,silver/20260303_155236_005_silver_08.jpg,1,640,480,30
1772563956.010303,silver,silver/20260303_155236_010_silver_09.jpg,1,640,480,30
1772563956.015422,silver,silver/20260303_155236_015_silver_10.jpg,1,640,480,30
1772563956.020322,silver,silver/20260303_155236_020_silver_11.jpg,1,640,480,30
1772563956.026676,silver,silver/20260303_155236_026_silver_12.jpg,1,640,480,30
1772563956.031986,silver,silver/20260303_155236_031_silver_13.jpg,1,640,480,30
1772563956.037721,silver,silver/20260303_155236_037_silver_14.jpg,1,640,480,30
1772563956.042569,silver,silver/20260303_155236_042_silver_15.jpg,1,640,480,30
1772563956.047973,silver,silver/20260303_155236_047_silver_16.jpg,1,640,480,30
1772563956.053813,silver,silver/20260303_155236_053_silver_17.jpg,1,640,480,30
1772563956.060801,silver,silver/20260303_155236_060_silver_18.jpg,1,640,480,30
1772563956.066815,silver,silver/20260303_155236_066_silver_19.jpg,1,640,480,30
1772563956.072855,silver,silver/20260303_155236_072_silver_20.jpg,1,640,480,30
1772563956.077838,silver,silver/20260303_155236_077_silver_21.jpg,1,640,480,30
1772563956.083193,silver,silver/20260303_155236_083_silver_22.jpg,1,640,480,30
1772563956.088854,silver,silver/20260303_155236_088_silver_23.jpg,1,640,480,30
1772563956.107567,silver,silver/20260303_155236_107_silver_24.jpg,1,640,480,30
1772563956.113553,silver,silver/20260303_155236_113_silver_25.jpg,1,640,480,30
1772563956.118016,silver,silver/20260303_155236_118_silver_26.jpg,1,640,480,30
1772563956.123404,silver,silver/20260303_155236_123_silver_27.jpg,1,640,480,30
1772563956.128376,silver,silver/20260303_155236_128_silver_28.jpg,1,640,480,30
1772563956.138129,silver,silver/20260303_155236_138_silver_29.jpg,1,640,480,30
1772563956.142859,silver,silver/20260303_155236_142_silver_30.jpg,1,640,480,30
1772563958.730718,silver,silver/20260303_155238_730_silver_00.jpg,1,640,480,30
1772563958.737713,silver,silver/20260303_155238_737_silver_01.jpg,1,640,480,30
1772563958.742941,silver,silver/20260303_155238_742_silver_02.jpg,1,640,480,30
1772563958.748856,silver,silver/20260303_155238_748_silver_03.jpg,1,640,480,30
1772563958.754669,silver,silver/20260303_155238_754_silver_04.jpg,1,640,480,30
1772563958.759512,silver,silver/20260303_155238_759_silver_05.jpg,1,640,480,30
1772563958.763732,silver,silver/20260303_155238_763_silver_06.jpg,1,640,480,30
1772563958.768751,silver,silver/20260303_155238_768_silver_07.jpg,1,640,480,30
1772563958.775236,silver,silver/20260303_155238_775_silver_08.jpg,1,640,480,30
1772563958.782014,silver,silver/20260303_155238_782_silver_09.jpg,1,640,480,30
1772563958.787954,silver,silver/20260303_155238_787_silver_10.jpg,1,640,480,30
1772563958.793979,silver,silver/20260303_155238_793_silver_11.jpg,1,640,480,30
1772563958.799822,silver,silver/20260303_155238_799_silver_12.jpg,1,640,480,30
1772563958.805125,silver,silver/20260303_155238_805_silver_13.jpg,1,640,480,30
1772563958.810885,silver,silver/20260303_155238_810_silver_14.jpg,1,640,480,30
1772563958.817082,silver,silver/20260303_155238_817_silver_15.jpg,1,640,480,30
1772563958.821690,silver,silver/20260303_155238_821_silver_16.jpg,1,640,480,30
1772563958.827066,silver,silver/20260303_155238_827_silver_17.jpg,1,640,480,30
1772563958.833623,silver,silver/20260303_155238_833_silver_18.jpg,1,640,480,30
1772563958.839531,silver,silver/20260303_155238_839_silver_19.jpg,1,640,480,30
1772563958.844280,silver,silver/20260303_155238_844_silver_20.jpg,1,640,480,30
1772563958.849910,silver,silver/20260303_155238_849_silver_21.jpg,1,640,480,30
1772563958.855365,silver,silver/20260303_155238_855_silver_22.jpg,1,640,480,30
1772563958.860544,silver,silver/20260303_155238_860_silver_23.jpg,1,640,480,30
1772563958.866282,silver,silver/20260303_155238_866_silver_24.jpg,1,640,480,30
1772563958.871401,silver,silver/20260303_155238_871_silver_25.jpg,1,640,480,30
1772563958.876389,silver,silver/20260303_155238_876_silver_26.jpg,1,640,480,30
1772563958.882287,silver,silver/20260303_155238_882_silver_27.jpg,1,640,480,30
1772563958.887284,silver,silver/20260303_155238_887_silver_28.jpg,1,640,480,30
1772563958.893175,silver,silver/20260303_155238_893_silver_29.jpg,1,640,480,30
1772563958.899256,silver,silver/20260303_155238_899_silver_30.jpg,1,640,480,30
1772563960.606248,silver,silver/20260303_155240_606_silver_00.jpg,1,640,480,30
1772563960.613797,silver,silver/20260303_155240_613_silver_01.jpg,1,640,480,30
1772563960.622011,silver,silver/20260303_155240_622_silver_02.jpg,1,640,480,30
1772563960.629562,silver,silver/20260303_155240_629_silver_03.jpg,1,640,480,30
1772563960.636871,silver,silver/20260303_155240_636_silver_04.jpg,1,640,480,30
1772563960.644601,silver,silver/20260303_155240_644_silver_05.jpg,1,640,480,30
1772563960.651628,silver,silver/20260303_155240_651_silver_06.jpg,1,640,480,30
1772563960.658864,silver,silver/20260303_155240_658_silver_07.jpg,1,640,480,30
1772563960.665956,silver,silver/20260303_155240_665_silver_08.jpg,1,640,480,30
1772563960.673834,silver,silver/20260303_155240_673_silver_09.jpg,1,640,480,30
1772563960.680696,silver,silver/20260303_155240_680_silver_10.jpg,1,640,480,30
1772563960.687890,silver,silver/20260303_155240_687_silver_11.jpg,1,640,480,30
1772563960.694387,silver,silver/20260303_155240_694_silver_12.jpg,1,640,480,30
1772563960.701708,silver,silver/20260303_155240_701_silver_13.jpg,1,640,480,30
1772563960.708960,silver,silver/20260303_155240_708_silver_14.jpg,1,640,480,30
1772563960.715967,silver,silver/20260303_155240_715_silver_15.jpg,1,640,480,30
1772563960.723020,silver,silver/20260303_155240_723_silver_16.jpg,1,640,480,30
1772563960.729968,silver,silver/20260303_155240_729_silver_17.jpg,1,640,480,30
1772563960.737437,silver,silver/20260303_155240_737_silver_18.jpg,1,640,480,30
1772563960.744797,silver,silver/20260303_155240_744_silver_19.jpg,1,640,480,30
1772563960.751821,silver,silver/20260303_155240_751_silver_20.jpg,1,640,480,30
1772563960.759293,silver,silver/20260303_155240_759_silver_21.jpg,1,640,480,30
1772563960.765874,silver,silver/20260303_155240_765_silver_22.jpg,1,640,480,30
1772563960.772840,silver,silver/20260303_155240_772_silver_23.jpg,1,640,480,30
1772563960.779763,silver,silver/20260303_155240_779_silver_24.jpg,1,640,480,30
1772563960.786587,silver,silver/20260303_155240_786_silver_25.jpg,1,640,480,30
1772563960.793937,silver,silver/20260303_155240_793_silver_26.jpg,1,640,480,30
1772563960.800958,silver,silver/20260303_155240_800_silver_27.jpg,1,640,480,30
1772563960.807987,silver,silver/20260303_155240_807_silver_28.jpg,1,640,480,30
1772563960.814967,silver,silver/20260303_155240_814_silver_29.jpg,1,640,480,30
1772563960.822300,silver,silver/20260303_155240_822_silver_30.jpg,1,640,480,30
1772563962.334947,silver,silver/20260303_155242_334_silver_00.jpg,1,640,480,30
1772563962.343177,silver,silver/20260303_155242_343_silver_01.jpg,1,640,480,30
1772563962.351122,silver,silver/20260303_155242_351_silver_02.jpg,1,640,480,30
1772563962.358684,silver,silver/20260303_155242_358_silver_03.jpg,1,640,480,30
1772563962.367087,silver,silver/20260303_155242_367_silver_04.jpg,1,640,480,30
1772563962.373553,silver,silver/20260303_155242_373_silver_05.jpg,1,640,480,30
1772563962.380237,silver,silver/20260303_155242_380_silver_06.jpg,1,640,480,30
1772563962.387083,silver,silver/20260303_155242_387_silver_07.jpg,1,640,480,30
1772563962.395113,silver,silver/20260303_155242_395_silver_08.jpg,1,640,480,30
1772563962.404827,silver,silver/20260303_155242_404_silver_09.jpg,1,640,480,30
